FID_;POINT_X;POINT_Y
;-43.740763000000001;-22.526100899999999
;-43.735762999999999;-22.526100899999999
;-43.730763000000003;-22.526100899999999
;-43.725763000000001;-22.526100899999999
;-43.720762999999998;-22.526100899999999
;-43.715763000000003;-22.526100899999999
;-43.710763000000000;-22.526100899999999
;-43.705762999999997;-22.526100899999999
;-43.675763000000003;-22.526100899999999
;-43.670763000000001;-22.526100899999999
;-43.665762999999998;-22.526100899999999
;-43.660763000000003;-22.526100899999999
;-43.625762999999999;-22.526100899999999
;-43.565762999999997;-22.526100899999999
;-43.560763000000001;-22.526100899999999
;-43.555762999999999;-22.526100899999999
;-43.550763000000003;-22.526100899999999
;-43.545763000000001;-22.526100899999999
;-43.540762999999998;-22.526100899999999
;-43.515763000000000;-22.526100899999999
;-43.510762999999997;-22.526100899999999
;-43.485762999999999;-22.526100899999999
;-43.480763000000003;-22.526100899999999
;-43.475763000000001;-22.526100899999999
;-43.430762999999999;-22.526100899999999
;-43.265763000000000;-22.526100899999999
;-43.235762999999999;-22.526100899999999
;-43.230763000000003;-22.526100899999999
;-43.225763000000001;-22.526100899999999
;-43.220762999999998;-22.526100899999999
;-43.215763000000003;-22.526100899999999
;-43.210763000000000;-22.526100899999999
;-43.205762999999997;-22.526100899999999
;-43.200763000000002;-22.526100899999999
;-43.195762999999999;-22.526100899999999
;-43.190762999999997;-22.526100899999999
;-43.185763000000001;-22.526100899999999
;-43.180762999999999;-22.526100899999999
;-43.175763000000003;-22.526100899999999
;-43.170763000000001;-22.526100899999999
;-43.165762999999998;-22.526100899999999
;-43.160763000000003;-22.526100899999999
;-43.155763000000000;-22.526100899999999
;-43.925763000000003;-22.531100899999998
;-43.830762999999997;-22.531100899999998
;-43.825763000000002;-22.531100899999998
;-43.815762999999997;-22.531100899999998
;-43.810763000000001;-22.531100899999998
;-43.800763000000003;-22.531100899999998
;-43.795763000000001;-22.531100899999998
;-43.760762999999997;-22.531100899999998
;-43.755763000000002;-22.531100899999998
;-43.750762999999999;-22.531100899999998
;-43.745762999999997;-22.531100899999998
;-43.740763000000001;-22.531100899999998
;-43.735762999999999;-22.531100899999998
;-43.730763000000003;-22.531100899999998
;-43.715763000000003;-22.531100899999998
;-43.710763000000000;-22.531100899999998
;-43.705762999999997;-22.531100899999998
;-43.700763000000002;-22.531100899999998
;-43.675763000000003;-22.531100899999998
;-43.670763000000001;-22.531100899999998
;-43.665762999999998;-22.531100899999998
;-43.625762999999999;-22.531100899999998
;-43.570762999999999;-22.531100899999998
;-43.565762999999997;-22.531100899999998
;-43.560763000000001;-22.531100899999998
;-43.555762999999999;-22.531100899999998
;-43.550763000000003;-22.531100899999998
;-43.510762999999997;-22.531100899999998
;-43.505763000000002;-22.531100899999998
;-43.490763000000001;-22.531100899999998
;-43.485762999999999;-22.531100899999998
;-43.480763000000003;-22.531100899999998
;-43.475763000000001;-22.531100899999998
;-43.450763000000002;-22.531100899999998
;-43.430762999999999;-22.531100899999998
;-43.425763000000003;-22.531100899999998
;-43.265763000000000;-22.531100899999998
;-43.235762999999999;-22.531100899999998
;-43.230763000000003;-22.531100899999998
;-43.225763000000001;-22.531100899999998
;-43.220762999999998;-22.531100899999998
;-43.215763000000003;-22.531100899999998
;-43.210763000000000;-22.531100899999998
;-43.205762999999997;-22.531100899999998
;-43.200763000000002;-22.531100899999998
;-43.195762999999999;-22.531100899999998
;-43.190762999999997;-22.531100899999998
;-43.185763000000001;-22.531100899999998
;-43.180762999999999;-22.531100899999998
;-43.175763000000003;-22.531100899999998
;-43.170763000000001;-22.531100899999998
;-43.165762999999998;-22.531100899999998
;-43.160763000000003;-22.531100899999998
;-43.155763000000000;-22.531100899999998
;-43.925763000000003;-22.536100900000001
;-43.840763000000003;-22.536100900000001
;-43.835763000000000;-22.536100900000001
;-43.830762999999997;-22.536100900000001
;-43.815762999999997;-22.536100900000001
;-43.810763000000001;-22.536100900000001
;-43.795763000000001;-22.536100900000001
;-43.790762999999998;-22.536100900000001
;-43.785763000000003;-22.536100900000001
;-43.780763000000000;-22.536100900000001
;-43.765763000000000;-22.536100900000001
;-43.760762999999997;-22.536100900000001
;-43.755763000000002;-22.536100900000001
;-43.745762999999997;-22.536100900000001
;-43.740763000000001;-22.536100900000001
;-43.735762999999999;-22.536100900000001
;-43.730763000000003;-22.536100900000001
;-43.725763000000001;-22.536100900000001
;-43.700763000000002;-22.536100900000001
;-43.675763000000003;-22.536100900000001
;-43.670763000000001;-22.536100900000001
;-43.665762999999998;-22.536100900000001
;-43.640763000000000;-22.536100900000001
;-43.635762999999997;-22.536100900000001
;-43.630763000000002;-22.536100900000001
;-43.625762999999999;-22.536100900000001
;-43.570762999999999;-22.536100900000001
;-43.565762999999997;-22.536100900000001
;-43.510762999999997;-22.536100900000001
;-43.505763000000002;-22.536100900000001
;-43.500762999999999;-22.536100900000001
;-43.495762999999997;-22.536100900000001
;-43.490763000000001;-22.536100900000001
;-43.485762999999999;-22.536100900000001
;-43.480763000000003;-22.536100900000001
;-43.475763000000001;-22.536100900000001
;-43.470762999999998;-22.536100900000001
;-43.425763000000003;-22.536100900000001
;-43.270763000000002;-22.536100900000001
;-43.265763000000000;-22.536100900000001
;-43.235762999999999;-22.536100900000001
;-43.230763000000003;-22.536100900000001
;-43.225763000000001;-22.536100900000001
;-43.220762999999998;-22.536100900000001
;-43.215763000000003;-22.536100900000001
;-43.210763000000000;-22.536100900000001
;-43.205762999999997;-22.536100900000001
;-43.200763000000002;-22.536100900000001
;-43.195762999999999;-22.536100900000001
;-43.190762999999997;-22.536100900000001
;-43.185763000000001;-22.536100900000001
;-43.180762999999999;-22.536100900000001
;-43.175763000000003;-22.536100900000001
;-43.170763000000001;-22.536100900000001
;-43.165762999999998;-22.536100900000001
;-43.160763000000003;-22.536100900000001
;-43.155763000000000;-22.536100900000001
;-43.150762999999998;-22.536100900000001
;-43.925763000000003;-22.541100900000000
;-43.920763000000001;-22.541100900000000
;-43.915762999999998;-22.541100900000000
;-43.865763000000001;-22.541100900000000
;-43.860762999999999;-22.541100900000000
;-43.855763000000003;-22.541100900000000
;-43.850763000000001;-22.541100900000000
;-43.845762999999998;-22.541100900000000
;-43.840763000000003;-22.541100900000000
;-43.815762999999997;-22.541100900000000
;-43.785763000000003;-22.541100900000000
;-43.780763000000000;-22.541100900000000
;-43.775762999999998;-22.541100900000000
;-43.770763000000002;-22.541100900000000
;-43.765763000000000;-22.541100900000000
;-43.755763000000002;-22.541100900000000
;-43.750762999999999;-22.541100900000000
;-43.745762999999997;-22.541100900000000
;-43.735762999999999;-22.541100900000000
;-43.725763000000001;-22.541100900000000
;-43.720762999999998;-22.541100900000000
;-43.715763000000003;-22.541100900000000
;-43.700763000000002;-22.541100900000000
;-43.695762999999999;-22.541100900000000
;-43.690762999999997;-22.541100900000000
;-43.685763000000001;-22.541100900000000
;-43.680762999999999;-22.541100900000000
;-43.675763000000003;-22.541100900000000
;-43.670763000000001;-22.541100900000000
;-43.665762999999998;-22.541100900000000
;-43.660763000000003;-22.541100900000000
;-43.655763000000000;-22.541100900000000
;-43.650762999999998;-22.541100900000000
;-43.645763000000002;-22.541100900000000
;-43.640763000000000;-22.541100900000000
;-43.575763000000002;-22.541100900000000
;-43.570762999999999;-22.541100900000000
;-43.565762999999997;-22.541100900000000
;-43.510762999999997;-22.541100900000000
;-43.505763000000002;-22.541100900000000
;-43.500762999999999;-22.541100900000000
;-43.495762999999997;-22.541100900000000
;-43.490763000000001;-22.541100900000000
;-43.485762999999999;-22.541100900000000
;-43.470762999999998;-22.541100900000000
;-43.465763000000003;-22.541100900000000
;-43.425763000000003;-22.541100900000000
;-43.420763000000001;-22.541100900000000
;-43.270763000000002;-22.541100900000000
;-43.235762999999999;-22.541100900000000
;-43.230763000000003;-22.541100900000000
;-43.225763000000001;-22.541100900000000
;-43.220762999999998;-22.541100900000000
;-43.215763000000003;-22.541100900000000
;-43.210763000000000;-22.541100900000000
;-43.205762999999997;-22.541100900000000
;-43.200763000000002;-22.541100900000000
;-43.195762999999999;-22.541100900000000
;-43.190762999999997;-22.541100900000000
;-43.185763000000001;-22.541100900000000
;-43.180762999999999;-22.541100900000000
;-43.175763000000003;-22.541100900000000
;-43.170763000000001;-22.541100900000000
;-43.160763000000003;-22.541100900000000
;-43.155763000000000;-22.541100900000000
;-43.150762999999998;-22.541100900000000
;-43.915762999999998;-22.546100899999999
;-43.910763000000003;-22.546100899999999
;-43.885762999999997;-22.546100899999999
;-43.880763000000002;-22.546100899999999
;-43.875762999999999;-22.546100899999999
;-43.870762999999997;-22.546100899999999
;-43.865763000000001;-22.546100899999999
;-43.815762999999997;-22.546100899999999
;-43.795763000000001;-22.546100899999999
;-43.790762999999998;-22.546100899999999
;-43.785763000000003;-22.546100899999999
;-43.770763000000002;-22.546100899999999
;-43.765763000000000;-22.546100899999999
;-43.760762999999997;-22.546100899999999
;-43.755763000000002;-22.546100899999999
;-43.735762999999999;-22.546100899999999
;-43.715763000000003;-22.546100899999999
;-43.710763000000000;-22.546100899999999
;-43.695762999999999;-22.546100899999999
;-43.690762999999997;-22.546100899999999
;-43.685763000000001;-22.546100899999999
;-43.680762999999999;-22.546100899999999
;-43.675763000000003;-22.546100899999999
;-43.670763000000001;-22.546100899999999
;-43.665762999999998;-22.546100899999999
;-43.660763000000003;-22.546100899999999
;-43.655763000000000;-22.546100899999999
;-43.580762999999997;-22.546100899999999
;-43.575763000000002;-22.546100899999999
;-43.570762999999999;-22.546100899999999
;-43.565762999999997;-22.546100899999999
;-43.515763000000000;-22.546100899999999
;-43.510762999999997;-22.546100899999999
;-43.465763000000003;-22.546100899999999
;-43.420763000000001;-22.546100899999999
;-43.415762999999998;-22.546100899999999
;-43.275762999999998;-22.546100899999999
;-43.270763000000002;-22.546100899999999
;-43.240763000000001;-22.546100899999999
;-43.235762999999999;-22.546100899999999
;-43.230763000000003;-22.546100899999999
;-43.225763000000001;-22.546100899999999
;-43.220762999999998;-22.546100899999999
;-43.215763000000003;-22.546100899999999
;-43.210763000000000;-22.546100899999999
;-43.205762999999997;-22.546100899999999
;-43.200763000000002;-22.546100899999999
;-43.195762999999999;-22.546100899999999
;-43.190762999999997;-22.546100899999999
;-43.185763000000001;-22.546100899999999
;-43.180762999999999;-22.546100899999999
;-43.175763000000003;-22.546100899999999
;-43.910763000000003;-22.551100900000002
;-43.905763000000000;-22.551100900000002
;-43.900762999999998;-22.551100900000002
;-43.895763000000002;-22.551100900000002
;-43.890763000000000;-22.551100900000002
;-43.885762999999997;-22.551100900000002
;-43.820762999999999;-22.551100900000002
;-43.815762999999997;-22.551100900000002
;-43.800763000000003;-22.551100900000002
;-43.795763000000001;-22.551100900000002
;-43.790762999999998;-22.551100900000002
;-43.785763000000003;-22.551100900000002
;-43.780763000000000;-22.551100900000002
;-43.775762999999998;-22.551100900000002
;-43.770763000000002;-22.551100900000002
;-43.765763000000000;-22.551100900000002
;-43.760762999999997;-22.551100900000002
;-43.740763000000001;-22.551100900000002
;-43.735762999999999;-22.551100900000002
;-43.715763000000003;-22.551100900000002
;-43.710763000000000;-22.551100900000002
;-43.690762999999997;-22.551100900000002
;-43.685763000000001;-22.551100900000002
;-43.680762999999999;-22.551100900000002
;-43.675763000000003;-22.551100900000002
;-43.670763000000001;-22.551100900000002
;-43.665762999999998;-22.551100900000002
;-43.660763000000003;-22.551100900000002
;-43.655763000000000;-22.551100900000002
;-43.650762999999998;-22.551100900000002
;-43.590763000000003;-22.551100900000002
;-43.585763000000000;-22.551100900000002
;-43.580762999999997;-22.551100900000002
;-43.575763000000002;-22.551100900000002
;-43.570762999999999;-22.551100900000002
;-43.520763000000002;-22.551100900000002
;-43.515763000000000;-22.551100900000002
;-43.465763000000003;-22.551100900000002
;-43.415762999999998;-22.551100900000002
;-43.305762999999999;-22.551100900000002
;-43.300763000000003;-22.551100900000002
;-43.275762999999998;-22.551100900000002
;-43.270763000000002;-22.551100900000002
;-43.250762999999999;-22.551100900000002
;-43.245762999999997;-22.551100900000002
;-43.240763000000001;-22.551100900000002
;-43.235762999999999;-22.551100900000002
;-43.230763000000003;-22.551100900000002
;-43.225763000000001;-22.551100900000002
;-43.220762999999998;-22.551100900000002
;-43.215763000000003;-22.551100900000002
;-43.210763000000000;-22.551100900000002
;-43.205762999999997;-22.551100900000002
;-43.200763000000002;-22.551100900000002
;-43.185763000000001;-22.551100900000002
;-43.180762999999999;-22.551100900000002
;-43.175763000000003;-22.551100900000002
;-43.900762999999998;-22.556100900000001
;-43.820762999999999;-22.556100900000001
;-43.815762999999997;-22.556100900000001
;-43.810763000000001;-22.556100900000001
;-43.805762999999999;-22.556100900000001
;-43.800763000000003;-22.556100900000001
;-43.785763000000003;-22.556100900000001
;-43.780763000000000;-22.556100900000001
;-43.765763000000000;-22.556100900000001
;-43.760762999999997;-22.556100900000001
;-43.745762999999997;-22.556100900000001
;-43.740763000000001;-22.556100900000001
;-43.695762999999999;-22.556100900000001
;-43.690762999999997;-22.556100900000001
;-43.685763000000001;-22.556100900000001
;-43.680762999999999;-22.556100900000001
;-43.675763000000003;-22.556100900000001
;-43.670763000000001;-22.556100900000001
;-43.595762999999998;-22.556100900000001
;-43.590763000000003;-22.556100900000001
;-43.585763000000000;-22.556100900000001
;-43.580762999999997;-22.556100900000001
;-43.570762999999999;-22.556100900000001
;-43.565762999999997;-22.556100900000001
;-43.545763000000001;-22.556100900000001
;-43.540762999999998;-22.556100900000001
;-43.535763000000003;-22.556100900000001
;-43.530763000000000;-22.556100900000001
;-43.525762999999998;-22.556100900000001
;-43.520763000000002;-22.556100900000001
;-43.470762999999998;-22.556100900000001
;-43.465763000000003;-22.556100900000001
;-43.415762999999998;-22.556100900000001
;-43.410763000000003;-22.556100900000001
;-43.310763000000001;-22.556100900000001
;-43.305762999999999;-22.556100900000001
;-43.280763000000000;-22.556100900000001
;-43.275762999999998;-22.556100900000001
;-43.270763000000002;-22.556100900000001
;-43.265763000000000;-22.556100900000001
;-43.260762999999997;-22.556100900000001
;-43.255763000000002;-22.556100900000001
;-43.250762999999999;-22.556100900000001
;-43.240763000000001;-22.556100900000001
;-43.235762999999999;-22.556100900000001
;-43.230763000000003;-22.556100900000001
;-43.225763000000001;-22.556100900000001
;-43.220762999999998;-22.556100900000001
;-43.185763000000001;-22.556100900000001
;-43.180762999999999;-22.556100900000001
;-43.175763000000003;-22.556100900000001
;-43.825763000000002;-22.561100900000000
;-43.820762999999999;-22.561100900000000
;-43.815762999999997;-22.561100900000000
;-43.810763000000001;-22.561100900000000
;-43.805762999999999;-22.561100900000000
;-43.790762999999998;-22.561100900000000
;-43.785763000000003;-22.561100900000000
;-43.765763000000000;-22.561100900000000
;-43.760762999999997;-22.561100900000000
;-43.745762999999997;-22.561100900000000
;-43.695762999999999;-22.561100900000000
;-43.685763000000001;-22.561100900000000
;-43.680762999999999;-22.561100900000000
;-43.675763000000003;-22.561100900000000
;-43.670763000000001;-22.561100900000000
;-43.600763000000001;-22.561100900000000
;-43.595762999999998;-22.561100900000000
;-43.590763000000003;-22.561100900000000
;-43.585763000000000;-22.561100900000000
;-43.570762999999999;-22.561100900000000
;-43.565762999999997;-22.561100900000000
;-43.550763000000003;-22.561100900000000
;-43.545763000000001;-22.561100900000000
;-43.535763000000003;-22.561100900000000
;-43.470762999999998;-22.561100900000000
;-43.465763000000003;-22.561100900000000
;-43.410763000000003;-22.561100900000000
;-43.405763000000000;-22.561100900000000
;-43.315762999999997;-22.561100900000000
;-43.310763000000001;-22.561100900000000
;-43.305762999999999;-22.561100900000000
;-43.280763000000000;-22.561100900000000
;-43.270763000000002;-22.561100900000000
;-43.265763000000000;-22.561100900000000
;-43.260762999999997;-22.561100900000000
;-43.255763000000002;-22.561100900000000
;-43.250762999999999;-22.561100900000000
;-43.245762999999997;-22.561100900000000
;-43.235762999999999;-22.561100900000000
;-43.230763000000003;-22.561100900000000
;-43.225763000000001;-22.561100900000000
;-43.190762999999997;-22.561100900000000
;-43.185763000000001;-22.561100900000000
;-43.180762999999999;-22.561100900000000
;-43.825763000000002;-22.566100899999999
;-43.820762999999999;-22.566100899999999
;-43.815762999999997;-22.566100899999999
;-43.810763000000001;-22.566100899999999
;-43.805762999999999;-22.566100899999999
;-43.795763000000001;-22.566100899999999
;-43.790762999999998;-22.566100899999999
;-43.765763000000000;-22.566100899999999
;-43.760762999999997;-22.566100899999999
;-43.690762999999997;-22.566100899999999
;-43.685763000000001;-22.566100899999999
;-43.680762999999999;-22.566100899999999
;-43.675763000000003;-22.566100899999999
;-43.595762999999998;-22.566100899999999
;-43.550763000000003;-22.566100899999999
;-43.545763000000001;-22.566100899999999
;-43.470762999999998;-22.566100899999999
;-43.465763000000003;-22.566100899999999
;-43.405763000000000;-22.566100899999999
;-43.400762999999998;-22.566100899999999
;-43.315762999999997;-22.566100899999999
;-43.310763000000001;-22.566100899999999
;-43.305762999999999;-22.566100899999999
;-43.285763000000003;-22.566100899999999
;-43.280763000000000;-22.566100899999999
;-43.275762999999998;-22.566100899999999
;-43.270763000000002;-22.566100899999999
;-43.265763000000000;-22.566100899999999
;-43.260762999999997;-22.566100899999999
;-43.250762999999999;-22.566100899999999
;-43.245762999999997;-22.566100899999999
;-43.240763000000001;-22.566100899999999
;-43.235762999999999;-22.566100899999999
;-43.230763000000003;-22.566100899999999
;-43.225763000000001;-22.566100899999999
;-43.190762999999997;-22.566100899999999
;-43.185763000000001;-22.566100899999999
;-43.180762999999999;-22.566100899999999
;-43.175763000000003;-22.566100899999999
;-43.830762999999997;-22.571100900000001
;-43.825763000000002;-22.571100900000001
;-43.815762999999997;-22.571100900000001
;-43.810763000000001;-22.571100900000001
;-43.805762999999999;-22.571100900000001
;-43.800763000000003;-22.571100900000001
;-43.795763000000001;-22.571100900000001
;-43.790762999999998;-22.571100900000001
;-43.760762999999997;-22.571100900000001
;-43.690762999999997;-22.571100900000001
;-43.600763000000001;-22.571100900000001
