   -45.65151       -3.190816    
   -45.40823       -3.016221    
   -45.34439       -2.967604    
   -45.33340       -2.951778    
   -45.32864       -2.933017    
   -45.32905       -2.903229    
   -45.32507       -2.856888    
   -45.32401       -2.823789    
   -45.30128       -2.788827    
   -45.27856       -2.756070    
   -45.27015       -2.721492    
   -45.25842       -2.704562    
   -45.23750       -2.692034    
   -45.21623       -2.668106    
   -45.19537       -2.614022    
   -45.17265       -2.573175    
   -45.14441       -2.543723    
   -45.09047       -2.505782    
   -52.90814       -25.88963    
   -52.90292       -25.87142    
   -52.90305       -25.86024    
   -52.90562       -25.84477    
   -52.91008       -25.83032    
   -52.91872       -25.81501    
   -52.92871       -25.80571    
   -52.94270       -25.79932    
   -52.94910       -25.79140    
   -52.94753       -25.78075    
   -52.92917       -25.75122    
   -52.91409       -25.73165    
   -53.04603       -26.08121    
   -53.04257       -26.10751    
   -53.03814       -26.12901    
   -53.03084       -26.14518    
   -53.02121       -26.15241    
   -52.91409       -25.73165    
   -52.89286       -25.73220    
   -52.87448       -25.73172    
   -52.85820       -25.73484    
   -52.84477       -25.74020    
   -52.82589       -25.75278    
   -52.80268       -25.77173    
   -52.79041       -25.78069    
   -52.71957       -25.82121    
   -53.02121       -26.15241    
   -53.00382       -26.15984    
   -52.99094       -26.16089    
   -52.96857       -26.16059    
   -52.94452       -26.16338    
   -52.93185       -26.16805    
   -52.92355       -26.17545    
   -52.91452       -26.18836    
   -52.90815       -26.20006    
   -52.89835       -26.21074    
   -52.88248       -26.22056    
   -52.86907       -26.22798    
   -52.85340       -26.23952    
   -52.82759       -26.26690    
   -52.81322       -26.27209    
   -52.79673       -26.27160    
   -52.77586       -26.26734    
   -52.80959       -25.95925    
   -52.82423       -25.93224    
   -52.83477       -25.92019    
   -52.84780       -25.91122    
   -52.86141       -25.90467    
   -52.89036       -25.89705    
   -52.90814       -25.88963    
   -52.86618       -26.38946    
   -52.88380       -26.39808    
   -52.89122       -26.40860    
   -52.89480       -26.41931    
   -52.90724       -26.42672    
   -52.91737       -26.43431    
   -52.92561       -26.43844    
   -52.93618       -26.43826    
   -52.94676       -26.43686    
   -52.95619       -26.43513    
   -52.96811       -26.43459    
   -52.97947       -26.43216    
   -52.98738       -26.42680    
   -52.99645       -26.42247    
   -53.00896       -26.41970    
   -53.01899       -26.41502    
   -53.02538       -26.40793    
   -53.03349       -26.40309    
   -53.04291       -26.40273    
   -53.05846       -26.40392    
   -53.08284       -26.38812    
   -52.83089       -26.07627    
   -52.82071       -26.05033    
   -52.81458       -26.03848    
   -52.80597       -26.02440    
   -52.79400       -26.01824    
   -52.80959       -25.95925    
   -52.70350       -25.93091    
   -52.66704       -26.22732    
   -52.69067       -26.18207    
   -52.71115       -26.15006    
   -52.73104       -26.11444    
   -52.73853       -26.09827    
   -52.78124       -26.04164    
   -52.79400       -26.01824    
   -52.79729       -25.99674    
   -52.80023       -25.97972    
   -52.80959       -25.95925    
   -52.82241       -26.34525    
   -52.85803       -26.37289    
   -52.86432       -26.37996    
   -52.86618       -26.38946    
   -52.82241       -26.34525    
   -52.80847       -26.32733    
   -52.77806       -26.28848    
   -52.77586       -26.26734    
   -52.86618       -26.38946    
   -52.86169       -26.39896    
   -52.86103       -26.41140    
   -52.86056       -26.42332    
   -52.85646       -26.43282    
   -52.83035       -26.45599    
   -52.82799       -26.46342    
   -52.83120       -26.47171    
   -52.83327       -26.47844    
   -52.83091       -26.48656    
   -52.82334       -26.49693    
   -52.81964       -26.50350    
   -52.81610       -26.51490    
   -52.81255       -26.52820    
   -52.80976       -26.54150    
   -52.79929       -26.55499    
   -52.79653       -26.56604    
   -52.79740       -26.57830    
   -52.80191       -26.59263    
   -52.80432       -26.60610    
   -52.80363       -26.62251    
   -52.79752       -26.64359    
   -52.79050       -26.65862    
   -52.78295       -26.66623    
   -52.77371       -26.66865    
   -52.76581       -26.67143    
   -52.75962       -26.67644    
   -52.75554       -26.68439    
   -52.75392       -26.69562    
   -52.75309       -26.70374    
   -52.74842       -26.71203    
   -52.74030       -26.71895    
   -52.72388       -26.73037    
   -52.97810       -26.84959    
   -52.99051       -26.83525    
   -53.00167       -26.83282    
   -52.67981       -26.46376    
   -52.69195       -26.45822    
   -52.69527       -26.45148    
   -52.69936       -26.44336    
   -52.71072       -26.41329    
   -52.71807       -26.40517    
   -52.72752       -26.40101    
   -52.73944       -26.40014    
   -52.74924       -26.40168    
   -52.75730       -26.40288    
   -52.76922       -26.40183    
   -52.77864       -26.40130    
   -52.78286       -26.40337    
   -52.78994       -26.40820    
   -52.79496       -26.40474    
   -52.79980       -26.39886    
   -52.80561       -26.39246    
   -52.81603       -26.38744    
   -52.82339       -26.37845    
   -52.82541       -26.36489    
   -52.82241       -26.34525    
   -52.46569       -28.20704    
   -52.45856       -28.23306    
   -52.44916       -28.25091    
   -52.43427       -28.26621    
   -52.81198       -28.44227    
   -52.81400       -28.38248    
   -52.81082       -28.37327    
   -52.80220       -28.36493    
   -52.78689       -28.35564    
   -52.78008       -28.34702    
   -52.78247       -28.32662    
   -52.78843       -28.30326    
   -52.78995       -28.28526    
   -52.79113       -28.26567    
   -52.78030       -28.25208    
   -52.76007       -28.23836    
   -48.41882       -20.68069    
   -48.36771       -20.68330    
   -48.25934       -20.69866    
   -48.19541       -20.70889    
   -48.13293       -20.70508    
   -48.06452       -20.70196    
   -50.69506       -25.60162    
   -50.69437       -25.58100    
   -50.69354       -25.56690    
   -50.68761       -25.55677    
   -50.68014       -25.54235    
   -50.66925       -25.52672    
   -50.66330       -25.51264    
   -50.65866       -25.49615    
   -50.64911       -25.48396    
   -50.63976       -25.47074    
   -50.62713       -25.45031    
   -53.08121       -25.76074    
   -53.08249       -25.75214    
   -53.08264       -25.74509    
   -53.08090       -25.73856    
   -53.07803       -25.73410    
   -53.07252       -25.73033    
   -53.06606       -25.72707    
   -53.05562       -25.72555    
   -52.75208       -27.90793    
   -52.74104       -27.93586    
   -52.73334       -27.96400    
   -52.72316       -27.98901    
   -52.71045       -28.00798    
   -52.69137       -28.02651    
   -52.68092       -28.03565    
   -52.66551       -28.03800    
   -52.64518       -28.03566    
   -52.62852       -28.03643    
   -52.60929       -28.04544    
   -52.59162       -28.05734    
   -52.57307       -28.07110    
   -52.55730       -28.08826    
   -52.54402       -28.10935    
   -52.53259       -28.13226    
   -52.51983       -28.14779    
   -52.50523       -28.16229    
   -52.49187       -28.17835    
   -52.46569       -28.20704    
   -51.49622       -27.15866    
   -51.49635       -27.16920    
