-82.748382000 23.017518000 3.77642
-81.550349000 23.059317000 3.03598
-80.454154000 22.158095000 2.24171
-77.272941000 21.566764000 3.05278
-75.871593000 19.994669000 2.33458
-75.597182000 20.725990000 3.72624
-81.956001000 23.160275000 2.59072
-82.357460000 23.126000000 0.53619
